match_id;date;team;player;jersey;starter;minutes;points;rebounds;assists;fouls;turnovers;steals;blocks;plus_minus;efficiency;MIN_FL;FGA;FGM;FG3A;FG3M;FTA;FTM;OREB;DREB;Home_Team_Name;Is_Home;Arc3_Attempts;Corner3_Attempts;MidRange_Attempts;Rim_Attempts;Arc3_Made;Corner3_Made;MidRange_Made;Rim_Made;Arc3_Points;Corner3_Points;MidRange_Points;Rim_Points;Rim_Freq;Rim_PPS;MidRange_Freq;MidRange_PPS;Corner3_Freq;Corner3_PPS;Arc3_Freq;Arc3_PPS;Tm_MIN;Tm_FGA;Tm_FTA;Tm_TOV;Tm_REB;Tm_OREB;Tm_PTS;Poss;USG%;ORtg;TS%;eFG%;Reb_Share;Scoring_Share;Fouls_Per_Min;Blowout_Factor;Clutch_FGA;Clutch_FGM;Clutch_FG%;opponent;Opp_Avg_Pts_Allowed;Opp_FG_Allowed;Consistency_Index;Days_Rest;Season_Weight
2309844;2023-09-23;bk opava;j. slavik;33;1;26:18;12;2;0;3;4;3;1;2;8;26.3;6.0;2.0;6.0;2.0;8.0;6.0;1.0;1.0;nh ostrava;0;4.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.6666666666666666;0.0;225.0;67.0;46.0;15;41;11.0;102;12.52;22.62625180742248;95.84664536741214;0.6302521008403361;0.5;0.04878048780487805;0.11764705882352941;0.11406844106463879;0.07604562737642585;0.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;bk opava;j. svandrlik;8;1;24:29;7;4;1;3;0;1;0;2;9;24.483333333333334;7.0;3.0;4.0;1.0;0.0;0.0;2.0;2.0;nh ostrava;0;3.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;3.0;0.0;2.0;2.0;0.2857142857142857;1.0;0.14285714285714285;2.0;0.14285714285714285;0.0;0.42857142857142855;1.0;225.0;67.0;46.0;15;41;11.0;102;5.0;12.584013269542375;140.0;0.5;0.5;0.0975609756097561;0.06862745098039216;0.12253233492171545;0.08168822328114363;2.0;1.0;0.5;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;k. tyml;13;0;31:40;10;4;4;3;1;2;0;6;11;31.666666666666668;9.0;3.0;4.0;2.0;4.0;2.0;1.0;3.0;nh ostrava;1;3.0;1.0;2.0;3.0;1.0;1.0;1.0;0.0;3.0;3.0;2.0;0.0;0.3333333333333333;0.0;0.2222222222222222;1.0;0.1111111111111111;3.0;0.3333333333333333;1.0;225.0;76.0;28.0;16;46;17.0;96;10.76;16.01953503390378;92.93680297397769;0.4646840148698885;0.4444444444444444;0.08695652173913043;0.10416666666666667;0.09473684210526316;0.18947368421052632;4.0;2.0;0.5;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2517865;2024-09-21;gba fruko-schulz jindrichuv hradec;l. festr;44;1;21:43;21;1;3;2;1;1;0;-10;22;21.716666666666665;10.0;7.0;9.0;7.0;0.0;0.0;0.0;1.0;usk praha;0;5.0;4.0;1.0;0.0;4.0;3.0;0.0;0.0;12.0;9.0;0.0;0.0;0.0;0.0;0.1;0.0;0.4;2.25;0.5;2.4;200.0;65.0;21.0;7;26;9.0;86;11.0;24.93960647568219;190.9090909090909;1.05;1.05;0.038461538461538464;0.2441860465116279;0.09209516500383731;-0.46047582501918655;1.0;1.0;1.0;usk praha;86.0;0.4307692307692308;0.0;7.0;0.7
2309844;2023-09-23;bk opava;l. jurecka;23;0;22:02;12;4;1;3;0;2;1;21;13;22.033333333333335;10.0;3.0;9.0;3.0;3.0;3.0;1.0;3.0;nh ostrava;0;5.0;4.0;1.0;0.0;2.0;1.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.1;0.0;0.4;0.75;0.5;1.2;225.0;67.0;46.0;15;41;11.0;102;10.32;22.6129850205621;116.27906976744187;0.5300353356890459;0.45;0.0975609756097561;0.11764705882352941;0.1361573373676248;0.9531013615733736;1.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;m. cank;19;0;3:57;1;1;0;0;0;0;0;-6;-1;3.95;2.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;nh ostrava;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;225.0;76.0;28.0;16;46;17.0;96;2.88;31.451425021355906;34.72222222222222;0.1736111111111111;0.0;0.021739130434782608;0.010416666666666666;0.0;-1.5189873417721518;0.0;0.0;0.0;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2309844;2023-09-23;bk opava;m. gniadek;14;0;15:02;0;5;3;3;1;0;1;2;7;15.033333333333333;1.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;nh ostrava;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;225.0;67.0;46.0;15;41;11.0;102;1.0;5.855532306923582;0.0;0.0;0.0;0.12195121951219512;0.0;0.19955654101995565;0.13303769401330376;0.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;m. janu;23;0;1:15;0;0;0;0;0;1;0;0;0;1.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nh ostrava;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.0;76.0;28.0;16;46;17.0;96;1.0;34.50920245398773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2517865;2024-09-21;usk praha;m. jezek;9;0;0:07;0;0;0;0;0;0;0;0;0;0.11666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;usk praha;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2517865;2024-09-21;usk praha;m. kramosil;10;0;0:12;0;0;0;0;0;0;0;2;0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;usk praha;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2309844;2023-09-23;bk opava;m. kvapil;12;0;7:13;0;2;0;0;0;0;0;-2;-1;7.216666666666667;3.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;nh ostrava;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;225.0;67.0;46.0;15;41;11.0;102;1.0;18.296848062973687;0.0;0.0;0.0;0.04878048780487805;0.0;0.0;-0.27713625866050806;0.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;m. majercak;5;1;17:08;8;4;1;5;0;2;0;-14;9;17.133333333333333;8.0;2.0;5.0;2.0;2.0;2.0;0.0;4.0;nh ostrava;1;5.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.25;0.0;0.125;0.0;0.0;0.0;0.625;1.2;225.0;76.0;28.0;16;46;17.0;96;8.88;22.357129216299448;90.09009009009009;0.4504504504504504;0.375;0.08695652173913043;0.08333333333333333;0.2918287937743191;-0.8171206225680934;0.0;0.0;0.0;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2517865;2024-09-21;usk praha;m. safarik;5;0;23:28;14;2;1;2;3;0;0;22;10;23.466666666666665;9.0;5.0;3.0;1.0;3.0;3.0;1.0;1.0;usk praha;1;2.0;1.0;0.0;6.0;0.0;1.0;0.0;4.0;0.0;3.0;0.0;8.0;0.6666666666666666;1.3333333333333333;0.0;0.0;0.1111111111111111;3.0;0.2222222222222222;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;12.32;25.739969851576994;113.63636363636363;0.6782945736434108;0.6111111111111112;0.05405405405405406;0.14285714285714285;0.08522727272727273;0.9375000000000001;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;m. snopek;10;1;10:23;5;1;1;1;0;2;0;-6;6;10.383333333333333;2.0;1.0;1.0;1.0;4.0;2.0;1.0;0.0;nh ostrava;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;3.0;0.0;0.0;225.0;76.0;28.0;16;46;17.0;96;2.76;15.620537868418202;181.15942028985506;0.6648936170212766;0.75;0.021739130434782608;0.052083333333333336;0.09630818619582665;-0.5778491171749599;0.0;0.0;0.0;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2517865;2024-09-21;gba fruko-schulz jindrichuv hradec;m. zvolanek;12;0;1:34;0;0;0;1;0;0;0;-3;0;1.5666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;usk praha;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;65.0;21.0;7;26;9.0;86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6382978723404256;-1.9148936170212767;0.0;0.0;0.0;usk praha;86.0;0.4307692307692308;0.0;7.0;0.7
2517865;2024-09-21;gba fruko-schulz jindrichuv hradec;n. kemm;5;0;11:55;5;0;0;1;0;1;0;-10;5;11.916666666666666;2.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;usk praha;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;3.0;0.0;0.0;200.0;65.0;21.0;7;26;9.0;86;2.88;11.899474233299935;173.61111111111111;0.8680555555555556;0.75;0.0;0.05813953488372093;0.08391608391608392;-0.8391608391608392;0.0;0.0;0.0;usk praha;86.0;0.4307692307692308;0.0;7.0;0.7
2517865;2024-09-21;usk praha;o. svec;6;1;27:38;13;3;7;2;0;1;1;5;20;27.633333333333333;7.0;4.0;2.0;0.0;7.0;5.0;0.0;3.0;usk praha;1;1.0;1.0;0.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;8.0;0.7142857142857143;1.6;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;10.08;16.541788729967255;128.96825396825398;0.6448412698412699;0.5714285714285714;0.08108108108108109;0.1326530612244898;0.07237635705669482;0.18094089264173704;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2517865;2024-09-21;usk praha;p. samoura;7;1;28:38;7;6;3;3;0;0;0;-5;12;28.633333333333333;4.0;2.0;1.0;1.0;4.0;2.0;2.0;4.0;usk praha;1;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;3.0;2.0;0.0;0.5;0.0;0.25;2.0;0.25;3.0;0.0;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;3.76;9.122330189351642;186.17021276595747;0.607638888888889;0.625;0.16216216216216217;0.07142857142857142;0.10477299185098952;-0.17462165308498254;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2309844;2023-09-23;bk opava;r. farsky;10;0;3:28;0;0;0;1;1;0;0;-10;-2;3.466666666666667;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;nh ostrava;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;225.0;67.0;46.0;15;41;11.0;102;2.0;25.392741061755146;0.0;0.0;0.0;0.0;0.0;0.28846153846153844;-2.8846153846153846;0.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;bk opava;r. kouril;21;0;22:23;13;4;2;1;3;1;0;9;10;22.383333333333333;11.0;4.0;6.0;1.0;4.0;4.0;0.0;4.0;nh ostrava;0;6.0;0.0;3.0;2.0;1.0;0.0;2.0;1.0;3.0;0.0;4.0;2.0;0.18181818181818182;1.0;0.2727272727272727;1.3333333333333333;0.0;0.0;0.5454545454545454;0.5;225.0;67.0;46.0;15;41;11.0;102;15.76;30.990110431764084;82.48730964467005;0.5094043887147336;0.4090909090909091;0.0975609756097561;0.12745098039215685;0.044676098287416234;0.40208488458674607;0.0;0.0;0.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;bk opava;s. pursl;20;1;24:46;7;8;0;2;3;0;0;2;8;24.766666666666666;4.0;1.0;0.0;0.0;6.0;5.0;1.0;7.0;nh ostrava;0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.25;2.0;0.75;0.0;0.0;0.0;0.0;0.0;225.0;67.0;46.0;15;41;11.0;102;8.64;17.131727105567457;81.0185185185185;0.5271084337349398;0.25;0.1951219512195122;0.06862745098039216;0.08075370121130553;0.08075370121130553;1.0;1.0;1.0;nh ostrava;102.0;0.3880597014925373;0.0;7.0;0.7
2309844;2023-09-23;nh ostrava;s. svoboda;88;0;29:32;11;4;2;2;2;1;0;-2;13;29.533333333333335;7.0;4.0;6.0;3.0;0.0;0.0;2.0;2.0;nh ostrava;1;5.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;0.14285714285714285;2.0;0.14285714285714285;0.0;0.7142857142857143;1.8;225.0;76.0;28.0;16;46;17.0;96;7.0;13.14543547203257;157.14285714285714;0.7857142857142857;0.7857142857142857;0.08695652173913043;0.11458333333333333;0.06772009029345372;-0.06772009029345372;1.0;0.0;0.0;bk opava;96.0;0.40789473684210525;0.0;7.0;0.7
2517865;2024-09-21;gba fruko-schulz jindrichuv hradec;t. jansa;9;0;8:36;3;3;0;1;0;0;0;-6;2;8.6;3.0;1.0;2.0;1.0;2.0;0.0;2.0;1.0;usk praha;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;3.0;200.0;65.0;21.0;7;26;9.0;86;1.88;22.2138252436078;159.5744680851064;0.3865979381443299;0.5;0.11538461538461539;0.03488372093023256;0.11627906976744186;-0.6976744186046512;0.0;0.0;0.0;usk praha;86.0;0.4307692307692308;0.0;7.0;0.7
2517865;2024-09-21;usk praha;t. palas;8;0;0:00;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;usk praha;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.98333333333332;62.0;30.0;13;37;12.0;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gba fruko-schulz jindrichuv hradec;98.0;0.532258064516129;0.0;7.0;0.7
2517865;2024-09-21;gba fruko-schulz jindrichuv hradec;t. valentiny;23;1;29:53;7;4;1;2;0;0;0;-6;3;29.883333333333333;10.0;2.0;7.0;2.0;2.0;1.0;2.0;2.0;usk praha;0;2.0;5.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.2;0.0;0.1;0.0;0.5;0.6;0.2;1.5;200.0;65.0;21.0;7;26;9.0;86;8.88;17.926269976545917;78.82882882882882;0.3216911764705882;0.3;0.15384615384615385;0.08139534883720931;0.06692693809258227;-0.2007808142777468;0.0;0.0;0.0;usk praha;86.0;0.4307692307692308;0.0;7.0;0.7
